Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2,Genebiotype,Genesymbol
ENSG00000185728,4199,4600,4850,5429,3584,1165,1212,3243,protein_coding,YTHDF3
ENSG00000185730,305,337,341,444,78,23,77,140,protein_coding,ZNF696
ENSG00000185736,2,10,24,11,7,5,5,20,protein_coding,ADARB2
ENSG00000185737,30,48,13,17,19,9,7,12,protein_coding,NRG3
ENSG00000185739,10,5,10,15,2,0,0,0,protein_coding,SRL
ENSG00000185742,0,0,0,0,0,0,0,0,protein_coding,C11orf87
ENSG00000185745,2883,3458,4883,5232,399,109,173,477,protein_coding,IFIT1
ENSG00000185753,417,408,309,400,222,61,97,243,protein_coding,CXorf38
ENSG00000185758,0,0,0,0,1,0,1,1,protein_coding,CLDN24
ENSG00000185760,54,61,87,104,20,8,3,5,protein_coding,KCNQ5
ENSG00000185761,30,41,24,32,85,27,30,77,protein_coding,ADAMTSL5
ENSG00000185774,3,1,6,6,3,1,0,1,protein_coding,KCNIP4
ENSG00000185775,0,0,0,0,0,1,0,0,protein_coding,SPATA31A6
ENSG00000185787,8519,9951,8826,9764,4769,1378,1391,3817,protein_coding,MORF4L1
ENSG00000185792,11,10,6,8,0,0,1,0,protein_coding,NLRP9
ENSG00000185798,393,472,467,550,109,43,52,154,protein_coding,WDR53
ENSG00000185800,362,437,258,328,284,114,128,349,protein_coding,DMWD
ENSG00000185803,429,527,520,940,799,332,384,887,protein_coding,SLC52A2
ENSG00000185808,1191,1324,1355,1608,161,74,101,217,protein_coding,PIGP
ENSG00000185811,0,0,0,1,0,0,0,0,protein_coding,IKZF1
ENSG00000185813,756,888,1170,1637,101,43,90,211,protein_coding,PCYT2
ENSG00000185818,761,834,877,1335,21,11,27,63,protein_coding,NAT8L
ENSG00000185821,0,0,0,0,0,0,0,0,protein_coding,OR6C76
ENSG00000185823,0,2,3,0,0,0,0,0,protein_coding,NPAP1
ENSG00000185825,4365,5378,4651,6668,1844,662,703,1731,protein_coding,BCAP31
ENSG00000185829,105,107,101,106,5,2,2,14,protein_coding,ARL17A
ENSG00000185838,45,71,78,164,74,15,34,77,protein_coding,GNB1L
ENSG00000185842,792,821,713,657,1336,394,440,1167,protein_coding,DNAH14
ENSG00000185860,4,1,8,2,2,5,0,6,protein_coding,CCDC190
ENSG00000185862,0,0,0,0,114,42,45,132,protein_coding,EVI2B
ENSG00000185863,31,32,27,47,0,0,1,0,protein_coding,TMEM210
ENSG00000185864,26,43,32,37,3,2,1,2,protein_coding,NPIPB4
ENSG00000185869,823,991,1234,1192,0,0,0,0,protein_coding,ZNF829
ENSG00000185873,0,0,0,0,0,0,0,0,protein_coding,TMPRSS11B
ENSG00000185875,1075,1376,2104,2301,259,100,122,308,protein_coding,THNSL1
ENSG00000185880,1193,1313,1520,1682,1005,404,417,1288,protein_coding,TRIM69
ENSG00000185883,0,0,2,1,1,0,1,1,protein_coding,ATP6V0C
ENSG00000185885,55,78,112,115,8,3,2,11,protein_coding,IFITM1
ENSG00000185888,0,0,0,0,0,0,0,0,protein_coding,PRSS38
ENSG00000185894,0,0,0,0,0,0,0,0,protein_coding,BPY2C
ENSG00000185896,3536,4433,3769,4530,1477,560,560,1521,protein_coding,LAMP1
ENSG00000185897,0,0,0,0,0,0,0,0,protein_coding,FFAR3
ENSG00000185899,0,0,0,0,0,0,0,0,protein_coding,TAS2R60
ENSG00000185900,2485,2904,2484,3332,451,131,166,472,protein_coding,POMK
ENSG00000185905,19,29,20,20,0,0,0,0,protein_coding,C16orf54
ENSG00000185909,265,286,217,411,113,39,70,167,protein_coding,KLHDC8B
ENSG00000185915,3,1,1,1,2,0,0,1,protein_coding,KLHL34
ENSG00000185917,784,871,636,724,202,64,93,275,protein_coding,SETD4
ENSG00000185920,1018,1072,927,1297,61,18,17,76,protein_coding,PTCH1
ENSG00000185924,277,341,343,429,114,32,49,133,protein_coding,RTN4RL1
ENSG00000185926,0,0,0,0,0,0,0,0,protein_coding,OR4C46
ENSG00000185933,0,0,0,0,0,1,0,0,protein_coding,CALHM1
ENSG00000185940,0,0,0,0,0,0,0,0,protein_coding,KRTAP5-5
ENSG00000185942,1,2,8,6,17,6,5,16,protein_coding,NKAIN3
ENSG00000185946,1154,1373,1268,1305,613,193,192,518,protein_coding,RNPC3
ENSG00000185947,857,988,829,742,1684,512,492,1303,protein_coding,ZNF267
ENSG00000185950,196,241,145,169,239,64,34,80,protein_coding,IRS2
ENSG00000185955,2,11,3,12,4,2,2,0,protein_coding,C7orf61
ENSG00000185958,2,6,16,17,3,3,9,8,protein_coding,FAM186A
ENSG00000185960,0,0,1,1,0,0,0,2,protein_coding,SHOX
ENSG00000185960,0,0,1,1,0,0,0,2,protein_coding,SHOX
ENSG00000185962,0,0,0,0,0,0,0,0,protein_coding,LCE3A
ENSG00000185963,1984,2332,1732,1855,174,41,68,190,protein_coding,BICD2
ENSG00000185966,0,0,0,0,0,0,0,0,protein_coding,LCE3E
ENSG00000185972,0,0,0,0,34,9,4,21,protein_coding,CCIN
ENSG00000185973,2,0,0,0,0,0,0,0,protein_coding,TMLHE
ENSG00000185974,479,558,304,366,0,0,0,0,protein_coding,GRK1
ENSG00000185982,0,0,1,0,0,0,0,0,protein_coding,DEFB128
ENSG00000185985,2,0,0,0,200,77,40,131,protein_coding,SLITRK2
ENSG00000185988,13,18,8,9,0,0,0,1,protein_coding,PLK5
ENSG00000185989,581,632,816,1078,63,29,22,68,protein_coding,RASA3
ENSG00000186001,1624,1910,1685,1959,1191,395,391,1050,protein_coding,LRCH3
ENSG00000186007,0,0,0,0,4,2,0,1,protein_coding,LEMD1
ENSG00000186009,64,54,67,124,0,0,0,0,protein_coding,ATP4B
ENSG00000186010,677,759,881,1052,410,182,280,556,protein_coding,NDUFA13
ENSG00000186017,752,999,992,946,197,60,96,239,protein_coding,ZNF566
ENSG00000186020,432,480,708,717,68,22,25,67,protein_coding,ZNF529
ENSG00000186026,76,99,75,78,24,10,22,24,protein_coding,ZNF284
ENSG00000186038,2,1,3,0,0,0,0,0,protein_coding,HTR3E
ENSG00000186047,1,15,24,27,1,0,0,0,protein_coding,DLEU7
ENSG00000186049,14,19,1,0,0,0,0,0,protein_coding,KRT73
ENSG00000186051,2,0,1,0,3,0,2,1,protein_coding,TAL2
ENSG00000186063,3240,3525,4889,4612,427,141,108,323,protein_coding,AIDA
ENSG00000186073,219,220,299,381,357,152,180,514,protein_coding,CDIN1
ENSG00000186074,0,0,0,2,1,0,1,1,protein_coding,CD300LF
ENSG00000186075,5,2,13,11,0,0,0,0,protein_coding,ZPBP2
ENSG00000186081,0,1,0,0,0,1,1,3,protein_coding,KRT5
ENSG00000186086,1,0,0,0,1,0,0,0,protein_coding,NBPF6
ENSG00000186088,19,23,47,68,251,66,95,219,protein_coding,GSAP
ENSG00000186090,0,0,0,0,0,0,0,0,protein_coding,HTR3D
ENSG00000186092,0,0,0,0,0,0,0,0,protein_coding,OR4F5
ENSG00000186094,3,8,7,14,39,11,13,26,protein_coding,AGBL4
ENSG00000186103,0,2,0,1,0,0,0,0,protein_coding,ARGFX
ENSG00000186104,854,934,820,1054,177,56,82,181,protein_coding,CYP2R1
ENSG00000186105,0,1,0,0,1,0,0,1,protein_coding,LRRC70
ENSG00000186106,515,590,727,958,327,84,136,403,protein_coding,ANKRD46
ENSG00000186111,1430,1668,1049,1535,326,152,135,380,protein_coding,PIP5K1C
ENSG00000186113,0,0,0,0,0,0,0,0,protein_coding,OR5D14
ENSG00000186115,6,5,6,5,0,0,0,0,protein_coding,CYP4F2
ENSG00000186118,11,3,12,2,0,2,3,2,protein_coding,TEX38
ENSG00000186119,0,1,0,0,0,0,0,0,protein_coding,OR5D18
ENSG00000186130,2150,2394,1716,2217,233,66,68,219,protein_coding,ZBTB6
ENSG00000186132,933,1214,1405,1993,146,52,71,185,protein_coding,C2orf76
ENSG00000186136,0,0,1,0,0,0,0,0,protein_coding,TAS2R42
ENSG00000186141,1117,1321,1445,1577,648,259,338,947,protein_coding,POLR3C
ENSG00000186143,0,0,0,0,0,0,0,0,protein_coding,PRR30
ENSG00000186146,0,0,0,0,0,0,0,0,protein_coding,DEFB131A
ENSG00000186150,0,0,1,0,0,0,0,0,protein_coding,UBL4B
ENSG00000186153,430,434,398,396,270,91,103,307,protein_coding,WWOX
ENSG00000186160,4,5,1,1,0,0,0,0,protein_coding,CYP4Z1
ENSG00000186166,1581,1808,1135,1439,468,151,312,905,protein_coding,CENATAC
ENSG00000186174,4419,4368,3287,4820,459,164,270,647,protein_coding,BCL9L
ENSG00000186184,4542,5156,4564,5708,2024,690,812,2020,protein_coding,POLR1D
ENSG00000186185,1634,1753,1355,1552,1730,663,759,2081,protein_coding,KIF18B
ENSG00000186187,831,885,696,1039,573,244,131,377,protein_coding,ZNRF1
ENSG00000186188,0,0,0,1,1,0,1,2,protein_coding,FFAR4
ENSG00000186190,0,0,0,1,0,0,0,0,protein_coding,BPIFB3
ENSG00000186191,0,0,0,0,0,0,1,1,protein_coding,BPIFB4
ENSG00000186193,1974,2336,1514,1740,276,91,193,443,protein_coding,SAPCD2
ENSG00000186197,0,2,1,4,97,39,50,118,protein_coding,EDARADD
ENSG00000186198,0,0,3,0,0,0,0,0,protein_coding,SLC51B
ENSG00000186204,37,31,17,18,0,0,0,0,protein_coding,CYP4F12
ENSG00000186205,3772,4904,4932,5638,116,56,103,233,protein_coding,MTARC1
ENSG00000186207,0,0,2,0,0,0,0,0,protein_coding,LCE5A
ENSG00000186212,258,288,362,451,2,1,3,3,protein_coding,SOWAHB
ENSG00000186222,276,374,310,495,62,20,40,65,protein_coding,BLOC1S4
ENSG00000186226,3,1,0,0,5,1,0,0,protein_coding,LCE1E
ENSG00000186230,499,596,448,409,403,141,162,466,protein_coding,ZNF749
ENSG00000186231,3,4,17,25,5,8,3,8,protein_coding,KLHL32
ENSG00000186260,2595,3012,2655,2791,1096,368,352,1004,protein_coding,MRTFB
ENSG00000186265,8,2,1,5,5,0,0,2,protein_coding,BTLA
ENSG00000186272,381,468,410,403,395,127,156,376,protein_coding,ZNF17
ENSG00000186280,83,73,104,110,159,53,58,215,protein_coding,KDM4D
ENSG00000186281,0,2,0,3,1,2,4,3,protein_coding,GPAT2
ENSG00000186283,1312,1428,1915,2824,341,117,232,604,protein_coding,TOR3A
ENSG00000186288,0,0,0,0,0,0,0,0,protein_coding,PABPC1L2A
ENSG00000186297,27,21,41,58,15,3,11,25,protein_coding,GABRA5
ENSG00000186298,12172,13722,14208,16046,4411,1411,1295,3575,protein_coding,PPP1CC
ENSG00000186300,306,347,267,265,148,67,68,167,protein_coding,ZNF555
ENSG00000186306,0,0,0,0,0,0,0,0,protein_coding,OR10T2
ENSG00000186310,12,30,187,228,14,1,10,26,protein_coding,NAP1L3
ENSG00000186314,0,1,0,0,371,123,127,361,protein_coding,PRELID2
ENSG00000186318,1093,1140,962,1309,195,74,82,200,protein_coding,BACE1
ENSG00000186326,59,60,47,90,1,1,1,2,protein_coding,RGS9BP
ENSG00000186329,0,0,0,0,2,0,0,1,protein_coding,TMEM212
ENSG00000186334,0,0,1,1,12,1,4,8,protein_coding,SLC36A3
ENSG00000186335,0,0,1,0,7,2,2,6,protein_coding,SLC36A2
ENSG00000186340,5,2,0,2,87,44,73,160,protein_coding,THBS2
ENSG00000186350,3025,3550,2816,3580,316,113,175,390,protein_coding,RXRA
ENSG00000186352,193,191,50,66,68,28,4,24,protein_coding,ANKRD37
ENSG00000186364,50,62,43,42,18,8,16,30,protein_coding,NUDT17
ENSG00000186367,0,0,0,0,0,0,0,0,protein_coding,MINAR2
ENSG00000186376,1244,1460,1118,1213,413,96,107,264,protein_coding,ZNF75D
ENSG00000186377,8,6,7,8,8,4,1,12,protein_coding,CYP4X1
ENSG00000186393,0,0,0,0,0,0,0,0,protein_coding,KRT26
ENSG00000186395,666,804,661,963,79,27,39,115,protein_coding,KRT10
ENSG00000186399,1,1,1,3,0,0,0,1,protein_coding,GOLGA8R
ENSG00000186407,0,0,0,0,0,0,0,0,protein_coding,CD300E
ENSG00000186409,431,437,361,402,52,23,20,54,protein_coding,CCDC30
ENSG00000186416,432,421,491,545,112,35,60,150,protein_coding,NKRF
ENSG00000186417,0,2,6,2,2,3,8,16,protein_coding,GLDN
ENSG00000186431,0,0,0,1,0,0,0,0,protein_coding,FCAR
ENSG00000186432,5035,5726,5475,6397,6079,1905,2205,6159,protein_coding,KPNA4
ENSG00000186439,95,127,93,76,1,0,0,1,protein_coding,TRDN
ENSG00000186440,0,0,0,0,0,0,0,1,protein_coding,OR6P1
ENSG00000186442,0,0,0,0,3,0,0,1,protein_coding,KRT3
ENSG00000186446,346,366,339,360,1,0,0,0,protein_coding,ZNF501
ENSG00000186448,1131,1264,1217,1215,539,156,225,645,protein_coding,ZNF197
ENSG00000186451,6,2,2,1,41,29,19,49,protein_coding,SPATA12
ENSG00000186452,6,12,0,0,1,0,0,1,protein_coding,TMPRSS12
ENSG00000186453,0,2,1,0,0,0,0,0,protein_coding,FAM228A
ENSG00000186458,2295,3036,1159,1032,0,0,0,0,protein_coding,DEFB132
ENSG00000186462,599,639,1507,1677,86,32,36,132,protein_coding,NAP1L2
ENSG00000186468,5635,6320,6789,9542,3365,1314,1269,3411,protein_coding,RPS23
ENSG00000186469,1,0,1,2,897,347,538,1365,protein_coding,GNG2
ENSG00000186470,760,851,1043,1168,471,164,324,939,protein_coding,BTN3A2
ENSG00000186471,5,0,1,1,0,0,0,0,protein_coding,AKAP14
ENSG00000186472,405,535,534,606,349,108,153,442,protein_coding,PCLO
ENSG00000186474,1,1,0,0,0,0,0,0,protein_coding,KLK12
ENSG00000186479,3,4,0,2,6,5,7,20,protein_coding,RGS7BP
ENSG00000186480,4821,5296,3801,4893,847,321,194,592,protein_coding,INSIG1
ENSG00000186487,1,3,3,3,0,0,2,1,protein_coding,MYT1L
ENSG00000186496,158,186,206,295,1,2,2,8,protein_coding,ZNF396
ENSG00000186501,728,821,673,1127,449,178,243,526,protein_coding,TMEM222
ENSG00000186509,1,0,0,0,0,0,0,0,protein_coding,OR9Q1
ENSG00000186510,0,0,0,0,2,0,0,1,protein_coding,CLCNKA
ENSG00000186513,0,0,0,0,0,0,0,0,protein_coding,OR9Q2
ENSG00000186517,123,110,186,247,3,3,7,10,protein_coding,ARHGAP30
ENSG00000186522,1871,1979,1001,1041,910,276,201,524,protein_coding,SEPTIN10
ENSG00000186523,91,128,179,241,4,3,7,19,protein_coding,FAM86B1
ENSG00000186526,204,249,11,14,0,0,0,0,protein_coding,CYP4F8
ENSG00000186529,31,37,10,5,0,0,0,0,protein_coding,CYP4F3
ENSG00000186532,846,924,846,895,346,123,187,441,protein_coding,SMYD4
ENSG00000186562,0,0,0,0,0,0,0,0,protein_coding,DEFB105A
ENSG00000186564,4,5,16,20,15,10,9,16,protein_coding,FOXD2
ENSG00000186566,2102,2267,1557,1807,1926,614,615,1702,protein_coding,GPATCH8
ENSG00000186567,308,372,175,261,73,20,40,105,protein_coding,CEACAM19
ENSG00000186572,0,0,0,0,0,0,0,0,protein_coding,DEFB107A
ENSG00000186575,1624,1854,1826,2669,8792,3014,3154,7887,protein_coding,NF2
ENSG00000186577,358,481,381,762,447,225,436,1031,protein_coding,SMIM29
ENSG00000186579,0,0,0,0,0,0,0,0,protein_coding,DEFB106A
ENSG00000186583,80,71,76,103,1,0,1,1,protein_coding,SPATC1
ENSG00000186591,6506,7313,7096,7643,993,358,390,1010,protein_coding,UBE2H
ENSG00000186599,0,0,0,0,0,0,0,0,protein_coding,DEFB105B
ENSG00000186603,21,28,15,11,1,0,1,0,protein_coding,HPDL
ENSG00000186625,734,761,634,774,348,128,144,345,protein_coding,KATNA1
ENSG00000186628,4,4,3,5,2,0,2,11,protein_coding,FSD2
ENSG00000186635,2897,3114,1879,2845,808,335,272,714,protein_coding,ARAP1
ENSG00000186638,503,613,586,657,222,86,94,295,protein_coding,KIF24
ENSG00000186642,66,67,54,92,87,32,33,109,protein_coding,PDE2A
ENSG00000186645,0,0,1,1,1,0,1,1,protein_coding,SPDYE17
ENSG00000186648,72,84,32,106,12,4,0,6,protein_coding,CARMIL3
ENSG00000186652,2,0,0,0,1,0,0,0,protein_coding,PRG2
ENSG00000186654,232,272,196,313,49,14,38,88,protein_coding,PRR5
ENSG00000186660,4389,4867,3593,3942,1742,515,619,1847,protein_coding,ZFP91
ENSG00000186665,438,457,280,401,205,85,101,206,protein_coding,C17orf58
ENSG00000186666,274,305,258,336,81,27,39,100,protein_coding,BCDIN3D
ENSG00000186675,1,1,2,0,0,0,0,0,protein_coding,MAGEE2
ENSG00000186684,0,0,0,1,90,19,8,25,protein_coding,CYP27C1
ENSG00000186687,1786,2062,2891,3053,391,133,212,648,protein_coding,LYRM7
ENSG00000186710,3,8,3,5,3,0,1,2,protein_coding,CFAP73
ENSG00000186714,27,50,12,22,14,4,4,10,protein_coding,CCDC73
ENSG00000186716,1826,2056,1361,2282,915,326,395,946,protein_coding,BCR
ENSG00000186723,0,0,0,3,0,1,0,0,protein_coding,OR10H1
ENSG00000186732,0,0,0,0,1,0,1,0,protein_coding,MPPED1
ENSG00000186765,111,109,116,142,1,4,0,5,protein_coding,FSCN2
ENSG00000186766,0,0,0,0,0,0,0,0,protein_coding,FOXI2
ENSG00000186767,796,850,841,929,38,27,20,49,protein_coding,SPIN4
ENSG00000186777,1,8,11,10,0,1,0,1,protein_coding,ZNF732
ENSG00000186787,399,545,456,514,28,8,13,41,protein_coding,SPIN2B
ENSG00000186788,0,0,0,0,0,0,0,0,protein_coding,SPATA31D3
ENSG00000186790,2,1,0,0,0,0,0,0,protein_coding,FOXE3
ENSG00000186792,440,485,478,712,262,103,84,216,protein_coding,HYAL3
ENSG00000186795,0,0,0,0,0,0,0,0,protein_coding,KCNK18
ENSG00000186803,0,0,0,0,0,0,0,0,protein_coding,IFNA10
ENSG00000186806,983,1026,580,789,26,11,15,27,protein_coding,VSIG10L
ENSG00000186810,0,0,0,1,1,1,1,1,protein_coding,CXCR3
ENSG00000186812,2808,3125,2937,3167,206,88,114,276,protein_coding,ZNF397
ENSG00000186814,827,942,1296,1441,150,70,60,197,protein_coding,ZSCAN30
ENSG00000186815,1299,1466,1287,1895,815,331,465,1156,protein_coding,TPCN1
ENSG00000186818,0,1,0,0,0,0,0,0,protein_coding,LILRB4
ENSG00000186827,0,0,0,1,0,0,1,2,protein_coding,TNFRSF4
ENSG00000186832,133,160,12,8,1,0,0,0,protein_coding,KRT16
ENSG00000186834,572,683,268,304,186,59,46,135,protein_coding,HEXIM1
ENSG00000186838,0,0,1,0,0,0,0,0,protein_coding,SELENOV
ENSG00000186844,0,1,0,0,0,0,0,0,protein_coding,LCE1A
ENSG00000186847,102,122,37,54,0,0,0,0,protein_coding,KRT14
ENSG00000186854,18,16,36,28,254,82,145,348,protein_coding,TRABD2A
ENSG00000186860,0,0,0,0,0,0,0,0,protein_coding,KRTAP17-1
ENSG00000186862,304,307,62,85,34,14,15,45,protein_coding,PDZD7
ENSG00000186866,870,991,685,867,83,27,50,105,protein_coding,POFUT2
ENSG00000186867,0,0,0,0,0,0,0,1,protein_coding,QRFPR
ENSG00000186868,2056,1972,927,1217,224,81,32,183,protein_coding,MAPT
ENSG00000186871,1172,1419,1203,1231,1253,411,445,1157,protein_coding,ERCC6L
ENSG00000186881,0,0,0,0,0,0,0,0,protein_coding,OR13F1
ENSG00000186886,0,0,0,0,0,0,0,0,protein_coding,OR5D3P
ENSG00000186889,60,96,152,158,31,15,34,65,protein_coding,TMEM17
ENSG00000186891,4,0,4,6,59,22,33,86,protein_coding,TNFRSF18
ENSG00000186895,0,0,0,0,0,0,0,0,protein_coding,FGF3
ENSG00000186897,22,23,23,32,40,15,17,50,protein_coding,C1QL4
ENSG00000186907,341,334,254,412,272,78,14,42,protein_coding,RTN4RL2
ENSG00000186908,1547,1909,2009,2016,1109,362,326,944,protein_coding,ZDHHC17
ENSG00000186910,0,0,0,0,0,0,0,0,protein_coding,SERPINA11
ENSG00000186912,0,0,2,0,0,0,0,1,protein_coding,P2RY4
ENSG00000186918,2011,2354,703,1021,1693,626,239,597,protein_coding,ZNF395
ENSG00000186919,6,6,1,8,12,5,6,11,protein_coding,ZACN
ENSG00000186924,0,0,0,0,0,0,0,0,protein_coding,KRTAP22-1
ENSG00000186925,0,0,0,0,0,0,0,0,protein_coding,KRTAP19-6
ENSG00000186930,0,0,0,0,0,0,0,0,protein_coding,KRTAP6-2
ENSG00000186943,0,0,0,0,0,0,0,0,protein_coding,OR13C8
ENSG00000186951,821,919,463,554,151,50,70,203,protein_coding,PPARA
ENSG00000186952,18,24,30,17,18,7,13,29,protein_coding,TMEM232
ENSG00000186965,0,0,0,0,0,0,0,0,protein_coding,KRTAP19-2
ENSG00000186967,0,0,0,0,0,0,0,0,protein_coding,KRTAP19-4
ENSG00000186970,0,0,0,0,0,0,0,0,protein_coding,KRTAP15-1
ENSG00000186971,0,0,0,0,0,0,0,0,protein_coding,KRTAP13-4
ENSG00000186973,26,29,23,30,8,0,1,7,protein_coding,FAM183A
ENSG00000186976,43,63,81,108,27,14,13,41,protein_coding,EFCAB6
ENSG00000186977,0,0,0,0,0,0,0,0,protein_coding,KRTAP19-5
ENSG00000186980,0,0,0,0,0,0,0,0,protein_coding,KRTAP23-1
ENSG00000186994,50,60,26,36,21,7,9,21,protein_coding,KANK3
ENSG00000186998,11,17,22,43,21,8,27,51,protein_coding,EMID1
ENSG00000187003,0,0,0,0,0,0,0,0,protein_coding,ACTL7A
ENSG00000187005,0,0,0,0,0,0,0,0,protein_coding,KRTAP21-1
ENSG00000187010,1,3,2,4,6,4,6,9,protein_coding,RHD
ENSG00000187017,499,497,154,187,44,27,2,9,protein_coding,ESPN
ENSG00000187021,0,0,0,0,0,0,0,0,protein_coding,PNLIPRP1
ENSG00000187024,8,9,8,2,0,0,0,0,protein_coding,PTRH1
ENSG00000187026,0,0,0,0,0,0,0,0,protein_coding,KRTAP21-2
ENSG00000187033,1,0,0,0,0,0,0,1,protein_coding,SAMD7
ENSG00000187037,0,0,0,0,3,0,5,10,protein_coding,GPR141
ENSG00000187045,41,36,30,31,6,1,3,11,protein_coding,TMPRSS6
ENSG00000187048,0,0,1,0,0,0,0,0,protein_coding,CYP4A11
ENSG00000187049,11,3,12,12,123,47,129,272,protein_coding,TMEM216
ENSG00000187051,1198,1441,1383,2263,620,185,327,758,protein_coding,RPS19BP1
ENSG00000187054,2,0,1,0,2,0,0,0,protein_coding,TMPRSS11A
ENSG00000187066,5,5,12,14,9,5,5,13,protein_coding,TMEM262
ENSG00000187068,60,74,90,97,229,107,103,296,protein_coding,C3orf70
ENSG00000187079,2655,3042,1744,1933,2410,724,830,2282,protein_coding,TEAD1
ENSG00000187080,0,0,0,0,0,0,0,1,protein_coding,OR2AK2
ENSG00000187082,0,0,0,0,0,0,0,0,protein_coding,DEFB106B
ENSG00000187091,213,284,220,263,80,24,28,110,protein_coding,PLCD1
ENSG00000187094,1,4,0,3,0,1,0,0,protein_coding,CCK
ENSG00000187097,1830,1878,3997,4484,483,182,247,659,protein_coding,ENTPD5
ENSG00000187098,395,468,483,410,1500,469,426,1303,protein_coding,MITF
ENSG00000187105,1,0,5,3,10,4,6,16,protein_coding,HEATR4
ENSG00000187109,24657,29086,31236,36244,8187,2915,2515,7178,protein_coding,NAP1L1
ENSG00000187116,0,0,0,0,0,0,0,0,protein_coding,LILRA5
ENSG00000187118,686,857,753,1166,309,115,177,476,protein_coding,CMC1
ENSG00000187122,59,75,49,73,23,7,8,16,protein_coding,SLIT1
ENSG00000187123,102,98,28,39,257,122,154,426,protein_coding,LYPD6
ENSG00000187134,90,97,26,62,5,1,2,3,protein_coding,AKR1C1
ENSG00000187135,0,1,0,0,0,0,0,0,protein_coding,VSTM2B
ENSG00000187140,8,2,5,9,3,0,4,3,protein_coding,FOXD3
ENSG00000187144,0,0,0,1,4,0,0,2,protein_coding,SPATA21
ENSG00000187147,1897,2043,1543,2370,439,171,243,598,protein_coding,RNF220
ENSG00000187151,1,2,1,1,3,0,0,4,protein_coding,ANGPTL5
ENSG00000187164,2637,3032,6304,6574,394,135,121,445,protein_coding,SHTN1
ENSG00000187166,0,0,0,1,0,0,0,0,protein_coding,H1-7
ENSG00000187170,0,0,0,0,0,0,0,0,protein_coding,LCE4A
ENSG00000187173,0,0,0,0,0,0,0,1,protein_coding,LCE2A
ENSG00000187175,0,0,0,0,0,0,0,0,protein_coding,KRTAP12-1
ENSG00000187180,0,0,0,0,0,0,0,0,protein_coding,LCE2C
ENSG00000187186,24,25,5,16,2,1,1,2,protein_coding,RP11-195F19.5
ENSG00000187187,341,420,457,483,153,36,60,121,protein_coding,ZNF546
ENSG00000187189,4423,5226,4225,5119,513,209,314,905,protein_coding,TSPYL4
ENSG00000187191,0,0,0,0,0,0,0,0,protein_coding,DAZ3
ENSG00000187193,179,162,288,298,263,141,105,363,protein_coding,MT1X
ENSG00000187210,1368,1575,2059,2510,55,20,45,119,protein_coding,GCNT1
ENSG00000187223,0,0,0,0,0,0,0,0,protein_coding,LCE2D
ENSG00000187231,1166,1357,701,686,690,207,220,699,protein_coding,SESTD1
ENSG00000187238,0,0,0,0,0,0,0,0,protein_coding,LCE3B
ENSG00000187239,2013,2087,2018,2705,1375,463,322,908,protein_coding,FNBP1
ENSG00000187240,1398,1623,1383,1324,834,230,269,664,protein_coding,DYNC2H1
ENSG00000187242,0,2,0,1,0,2,1,0,protein_coding,KRT12
ENSG00000187243,258,30,3,2,1,3,3,1,protein_coding,MAGED4B
ENSG00000187244,2570,2757,992,1882,256,100,94,316,protein_coding,BCAM
ENSG00000187257,1054,1153,969,906,806,213,202,607,protein_coding,RSBN1L
ENSG00000187258,0,0,0,0,0,0,0,0,protein_coding,NPSR1
ENSG00000187260,1,1,0,0,3,3,4,3,protein_coding,WDR86
ENSG00000187266,502,554,335,476,480,181,179,498,protein_coding,EPOR
ENSG00000187268,0,1,0,1,0,2,0,0,protein_coding,FAM9C
ENSG00000187272,0,0,0,0,0,0,0,0,protein_coding,KRTAP9-8
ENSG00000187288,0,0,1,0,3,0,2,1,protein_coding,CIDEC
ENSG00000187323,2,3,1,0,48,12,10,27,protein_coding,DCC
ENSG00000187325,2001,2300,5056,5523,595,227,216,617,protein_coding,TAF9B
ENSG00000187372,348,348,270,287,0,1,0,0,protein_coding,PCDHB13
ENSG00000187391,126,143,161,181,26,23,13,25,protein_coding,MAGI2
ENSG00000187398,3383,3724,2340,2320,0,0,0,4,protein_coding,LUZP2
ENSG00000187416,0,1,0,0,0,0,0,0,protein_coding,LHFPL3
ENSG00000187446,3090,3321,3686,4549,1877,652,671,1704,protein_coding,CHP1
ENSG00000187474,314,276,9,3,5,0,0,6,protein_coding,FPR3
ENSG00000187475,14,9,13,7,2,4,3,4,protein_coding,H1-6
ENSG00000187479,0,1,0,2,2,0,2,0,protein_coding,C11orf96
ENSG00000187486,167,145,110,199,4,0,0,2,protein_coding,KCNJ11
ENSG00000187492,8,5,3,4,0,0,0,0,protein_coding,CDHR4
ENSG00000187498,3,1,2,5,2371,771,866,2229,protein_coding,COL4A1
ENSG00000187510,9,9,18,15,4,5,1,7,protein_coding,PLEKHG7
ENSG00000187513,0,0,0,0,0,1,0,0,protein_coding,GJA4
ENSG00000187514,45629,50672,47027,52371,3286,1074,1432,4812,protein_coding,PTMA
ENSG00000187516,0,0,0,0,0,0,0,0,protein_coding,H2AP
ENSG00000187522,442,453,437,500,536,143,158,408,protein_coding,HSPA14
